component_id,batch_id,batch_id_was_missing,property_name,property_unit,property_value,property_value_numeric,is_numeric_property_value
Базовое_масло_5,0767.24,False,"Индекс вязкости, ГОСТ 25371",–,116,116.0,True
Базовое_масло_5,0767.24,False,"Испаряемость по NOACK, ASTM D5800",%,3.1,3.1,True
Базовое_масло_5,0767.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.35,8.35,True
Базовое_масло_5,0767.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,57.8,57.8,True
Базовое_масло_5,0767.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.00021,0.00021,True
Базовое_масло_5,0767.24,False,"Массовая доля серы, ASTM D6481",% масс,0.00038,0.00038,True
Базовое_масло_5,0767.24,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00002,2e-05,True
Базовое_масло_5,0767.24,False,"Массовая доля цинка, ASTM D6481",% масс,0.00002,2e-05,True
Базовое_масло_5,0767.24,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_5,0767.24,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_5,0767.24,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_5,0767.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-22,-22.0,True
Базовое_масло_5,0962.25,False,"Индекс вязкости, ГОСТ 25371",–,120,120.0,True
Базовое_масло_5,0962.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.06,8.06,True
Базовое_масло_5,0962.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,53.5,53.5,True
Базовое_масло_5,0962.25,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-11,-11.0,True
Базовое_масло_5,0973/25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.023,8.023,True
Базовое_масло_5,0973/25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,51.43,51.43,True
Базовое_масло_5,0973/25,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-28,-28.0,True
Базовое_масло_5,typical,False,Группа по API,,2,2.0,True
Базовое_масло_5,typical,False,"Индекс вязкости, ГОСТ 25371",-,128.0,128.0,True
Базовое_масло_5,typical,False,"Испаряемость по NOACK, ASTM D5800",% масс,4.0,4.0,True
Базовое_масло_5,typical,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,52.97,52.97,True
Базовое_масло_5,typical,False,Происхождение,,гидрокрекинг,,False
Базовое_масло_5,typical,False,Содержание насыщ. у/в,,>95,,False
Базовое_масло_5,typical,False,"Содержание серы, мг/кг",,<10,,False
Базовое_масло_5,typical,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-19.0,-19.0,True
Базовое_масло_6,01302.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,640,640.0,True
Базовое_масло_6,01302.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1000,1000.0,True
Базовое_масло_6,01302.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1682,1682.0,True
Базовое_масло_6,01302.25,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,3017,3017.0,True
Базовое_масло_6,01302.25,False,"Индекс вязкости, ГОСТ 25371",–,126,126.0,True
Базовое_масло_6,01302.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.446,4.446,True
Базовое_масло_6,01302.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,20.92,20.92,True
Базовое_масло_6,01302.25,False,"Плотность при 15°С, ASTM D4052",кг/м³,835.5,835.5,True
Базовое_масло_6,01302.25,False,"Плотность при 20°С, ASTM D4052",кг/м³,832.2,832.2,True
Базовое_масло_6,03164.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.223,4.223,True
Базовое_масло_6,0861.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1627,1627.0,True
Базовое_масло_6,0861.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.32,4.32,True
Базовое_масло_6,093.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,589,589.0,True
Базовое_масло_6,093.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,964,964.0,True
Базовое_масло_6,093.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1627,1627.0,True
Базовое_масло_6,093.25,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,2963,2963.0,True
Базовое_масло_6,093.25,False,"Индекс вязкости, ГОСТ 25371",–,122,122.0,True
Базовое_масло_6,093.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.3,4.3,True
Базовое_масло_6,093.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,20.09,20.09,True
Базовое_масло_6,typical,False,Группа по API,,3,3.0,True
Базовое_масло_6,typical,False,"Индекс вязкости, ГОСТ 25371",-,128.0,128.0,True
Базовое_масло_6,typical,False,"Испаряемость по NOACK, ASTM D5800",% масс,15.0,15.0,True
Базовое_масло_6,typical,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,19.73,19.73,True
Базовое_масло_6,typical,False,Происхождение,,гидрокрекинг,,False
Базовое_масло_6,typical,False,Содержание насыщ. у/в,,>96,,False
Базовое_масло_6,typical,False,"Содержание серы, мг/кг",,<10,,False
Базовое_масло_6,typical,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-20.0,-20.0,True
Базовое_масло_6,для С3 01342.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,1732,1732.0,True
Базовое_масло_6,для С3 01342.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.45,4.45,True
Базовое_масло_7,01045.23,False,Деэм.вода | ASTM D1401,мл,40,40.0,True
Базовое_масло_7,01045.23,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_7,01045.23,False,Деэм.масло | ASTM D1401,мл,40,40.0,True
Базовое_масло_7,01045.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,01045.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5413,5413.0,True
Базовое_масло_7,01045.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11573,11573.0,True
Базовое_масло_7,01045.23,False,"Индекс вязкости, ГОСТ 25371",–,93,93.0,True
Базовое_масло_7,01045.23,False,"Испаряемость по NOACK, ASTM D5800",%,5.4,5.4,True
Базовое_масло_7,01045.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.214,9.214,True
Базовое_масло_7,01045.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,77.6,77.6,True
Базовое_масло_7,01045.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.00041,0.00041,True
Базовое_масло_7,01045.23,False,"Массовая доля серы, ASTM D6481",% масс,0.094,0.094,True
Базовое_масло_7,01045.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00063,0.00063,True
Базовое_масло_7,01045.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.00003,3e-05,True
Базовое_масло_7,01045.23,False,Последовательность 1 | ASTM D892,см³,10,10.0,True
Базовое_масло_7,01045.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,01045.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,01045.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-16,-16.0,True
Базовое_масло_7,01301.22,False,Деэм.вода | ASTM D1401,мл,37,37.0,True
Базовое_масло_7,01301.22,False,Деэм.время | ASTM D1401,мин,10,10.0,True
Базовое_масло_7,01301.22,False,Деэм.масло | ASTM D1401,мл,43,43.0,True
Базовое_масло_7,01301.22,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,01301.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,6028,6028.0,True
Базовое_масло_7,01301.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12491,12491.0,True
Базовое_масло_7,01301.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,25600,25600.0,True
Базовое_масло_7,01301.22,False,"Индекс вязкости, ГОСТ 25371",–,89,89.0,True
Базовое_масло_7,01301.22,False,"Испаряемость по NOACK, ASTM D5800",%,6.4,6.4,True
Базовое_масло_7,01301.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.26,9.26,True
Базовое_масло_7,01301.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,80.34,80.34,True
Базовое_масло_7,01301.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.000038,3.8e-05,True
Базовое_масло_7,01301.22,False,"Массовая доля серы, ASTM D6481",% масс,0.0991,0.0991,True
Базовое_масло_7,01301.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00003,3e-05,True
Базовое_масло_7,01301.22,False,"Массовая доля цинка, ASTM D6481",% масс,0.00002,2e-05,True
Базовое_масло_7,01301.22,False,Последовательность 1 | ASTM D892,см³,70,70.0,True
Базовое_масло_7,01301.22,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,01301.22,False,Последовательность 3 | ASTM D892,см³,20,20.0,True
Базовое_масло_7,01301.22,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-19,-19.0,True
Базовое_масло_7,01408.25,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5740,5740.0,True
Базовое_масло_7,01408.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12398,12398.0,True
Базовое_масло_7,01408.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24800,24800.0,True
Базовое_масло_7,01408.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,49600,49600.0,True
Базовое_масло_7,01408.25,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,99200,99200.0,True
Базовое_масло_7,01408.25,False,"Индекс вязкости, ГОСТ 25371",–,92,92.0,True
Базовое_масло_7,01408.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.298,9.298,True
Базовое_масло_7,01408.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,78.85,78.85,True
Базовое_масло_7,01511.24,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5632,5632.0,True
Базовое_масло_7,01511.24,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11264,11264.0,True
Базовое_масло_7,01511.24,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24000,24000.0,True
Базовое_масло_7,01511.24,False,"Индекс вязкости, ГОСТ 25371",–,91,91.0,True
Базовое_масло_7,01511.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.14,9.14,True
Базовое_масло_7,01511.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,77.38,77.38,True
Базовое_масло_7,01511.24,False,"Плотность при 15°С, ASTM D4052",кг/м³,878.2,878.2,True
Базовое_масло_7,01511.24,False,"Плотность при 20°С, ASTM D4052",кг/м³,874.7,874.7,True
Базовое_масло_7,01511.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-15,-15.0,True
Базовое_масло_7,01768.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5667,5667.0,True
Базовое_масло_7,01768.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12160,12160.0,True
Базовое_масло_7,01768.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,25000,25000.0,True
Базовое_масло_7,01768.22,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,50000,50000.0,True
Базовое_масло_7,01768.22,False,"Индекс вязкости, ГОСТ 25371",–,90,90.0,True
Базовое_масло_7,01768.22,False,"Испаряемость по NOACK, ASTM D5800",%,6.5,6.5,True
Базовое_масло_7,01768.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.146,9.146,True
Базовое_масло_7,01768.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,78.02,78.02,True
Базовое_масло_7,01768.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.00015,0.00015,True
Базовое_масло_7,01768.22,False,"Массовая доля серы, ASTM D6481",% масс,0.07599,0.07599,True
Базовое_масло_7,01768.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00004,4e-05,True
Базовое_масло_7,01768.22,False,"Массовая доля цинка, ASTM D6481",% масс,0.000024,2.4e-05,True
Базовое_масло_7,01768.22,False,Последовательность 1 | ASTM D892,см³,20,20.0,True
Базовое_масло_7,01768.22,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,01768.22,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,01768.22,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-19,-19.0,True
Базовое_масло_7,0186.21,False,Деэм.вода | ASTM D1401,мл,39,39.0,True
Базовое_масло_7,0186.21,False,Деэм.время | ASTM D1401,мин,40,40.0,True
Базовое_масло_7,0186.21,False,Деэм.масло | ASTM D1401,мл,41,41.0,True
Базовое_масло_7,0186.21,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,0186.21,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,6022,6022.0,True
Базовое_масло_7,0186.21,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12857,12857.0,True
Базовое_масло_7,0186.21,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,25800,25800.0,True
Базовое_масло_7,0186.21,False,"Индекс вязкости, ГОСТ 25371",–,89,89.0,True
Базовое_масло_7,0186.21,False,"Испаряемость по NOACK, ASTM D5800",%,5.4,5.4,True
Базовое_масло_7,0186.21,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.34,9.34,True
Базовое_масло_7,0186.21,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,81.15,81.15,True
Базовое_масло_7,0186.21,False,Последовательность 1 | ASTM D892,см³,10,10.0,True
Базовое_масло_7,0186.21,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0186.21,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,02595.22,False,Деэм.вода | ASTM D1401,мл,39,39.0,True
Базовое_масло_7,02595.22,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_7,02595.22,False,Деэм.масло | ASTM D1401,мл,41,41.0,True
Базовое_масло_7,02595.22,False,Деэм.эмульсия | ASTM D1401,мл,5,5.0,True
Базовое_масло_7,02595.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5596,5596.0,True
Базовое_масло_7,02595.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11861,11861.0,True
Базовое_масло_7,02595.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24000,24000.0,True
Базовое_масло_7,02595.22,False,"Индекс вязкости, ГОСТ 25371",–,92,92.0,True
Базовое_масло_7,02595.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.25,9.25,True
Базовое_масло_7,02595.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,78.65,78.65,True
Базовое_масло_7,02595.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.00003,3e-05,True
Базовое_масло_7,02595.22,False,"Массовая доля серы, ASTM D6481",% масс,0.046,0.046,True
Базовое_масло_7,02595.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00008,8e-05,True
Базовое_масло_7,02595.22,False,"Массовая доля цинка, ASTM D6481",% масс,0.00005,5e-05,True
Базовое_масло_7,02595.22,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,02595.22,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,02595.22,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,02595.22,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-18,-18.0,True
Базовое_масло_7,02787.24,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,6016,6016.0,True
Базовое_масло_7,02787.24,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,13575,13575.0,True
Базовое_масло_7,02787.24,False,"Индекс вязкости, ГОСТ 25371",–,91,91.0,True
Базовое_масло_7,02787.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.316,9.316,True
Базовое_масло_7,02787.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,79.97,79.97,True
Базовое_масло_7,02787.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-15,-15.0,True
Базовое_масло_7,03276.23,False,Деэм.вода | ASTM D1401,мл,39,39.0,True
Базовое_масло_7,03276.23,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_7,03276.23,False,Деэм.масло | ASTM D1401,мл,41,41.0,True
Базовое_масло_7,03276.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,03276.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5521,5521.0,True
Базовое_масло_7,03276.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11811,11811.0,True
Базовое_масло_7,03276.23,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24000,24000.0,True
Базовое_масло_7,03276.23,False,"Индекс вязкости, ГОСТ 25371",–,92,92.0,True
Базовое_масло_7,03276.23,False,"Испаряемость по NOACK, ASTM D5800",%,5.8,5.8,True
Базовое_масло_7,03276.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.1,9.1,True
Базовое_масло_7,03276.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,76.89,76.89,True
Базовое_масло_7,03276.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_7,03276.23,False,"Массовая доля серы, ASTM D6481",% масс,0.099,0.099,True
Базовое_масло_7,03276.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,03276.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,03276.23,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,03276.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,03276.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,03276.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-16,-16.0,True
Базовое_масло_7,03527.22,False,Деэм.вода | ASTM D1401,мл,38,38.0,True
Базовое_масло_7,03527.22,False,Деэм.время | ASTM D1401,мин,10,10.0,True
Базовое_масло_7,03527.22,False,Деэм.масло | ASTM D1401,мл,42,42.0,True
Базовое_масло_7,03527.22,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,03527.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5597,5597.0,True
Базовое_масло_7,03527.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11915,11915.0,True
Базовое_масло_7,03527.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,28157,28157.0,True
Базовое_масло_7,03527.22,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,60000,60000.0,True
Базовое_масло_7,03527.22,False,"Индекс вязкости, ГОСТ 25371",–,91,91.0,True
Базовое_масло_7,03527.22,False,"Испаряемость по NOACK, ASTM D5800",%,5.5,5.5,True
Базовое_масло_7,03527.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.22,9.22,True
Базовое_масло_7,03527.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,78.57,78.57,True
Базовое_масло_7,03527.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,03527.22,False,"Массовая доля серы, ASTM D6481",% масс,0.0788,0.0788,True
Базовое_масло_7,03527.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,03527.22,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,03527.22,False,Последовательность 1 | ASTM D892,см³,10,10.0,True
Базовое_масло_7,03527.22,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,03527.22,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,03527.22,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-19,-19.0,True
Базовое_масло_7,0566.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12103,12103.0,True
Базовое_масло_7,0566.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24200,24200.0,True
Базовое_масло_7,0566.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,48400,48400.0,True
Базовое_масло_7,0566.25,False,"Индекс вязкости, ГОСТ 25371",–,92,92.0,True
Базовое_масло_7,0566.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.15,9.15,True
Базовое_масло_7,0566.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,77.39,77.39,True
Базовое_масло_7,0566.25,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-15,-15.0,True
Базовое_масло_7,0575.23,False,Деэм.вода | ASTM D1401,мл,38,38.0,True
Базовое_масло_7,0575.23,False,Деэм.время | ASTM D1401,мин,10,10.0,True
Базовое_масло_7,0575.23,False,Деэм.масло | ASTM D1401,мл,42,42.0,True
Базовое_масло_7,0575.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,0575.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5273,5273.0,True
Базовое_масло_7,0575.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,11062,11062.0,True
Базовое_масло_7,0575.23,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,26044,26044.0,True
Базовое_масло_7,0575.23,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,67645,67645.0,True
Базовое_масло_7,0575.23,False,"Индекс вязкости, ГОСТ 25371",–,92,92.0,True
Базовое_масло_7,0575.23,False,"Испаряемость по NOACK, ASTM D5800",%,6.1,6.1,True
Базовое_масло_7,0575.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.16,9.16,True
Базовое_масло_7,0575.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,77.46,77.46,True
Базовое_масло_7,0575.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_7,0575.23,False,"Массовая доля серы, ASTM D6481",% масс,0.0686,0.0686,True
Базовое_масло_7,0575.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_7,0575.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_7,0575.23,False,Последовательность 1 | ASTM D892,см³,20,20.0,True
Базовое_масло_7,0575.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0575.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0575.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-19,-19.0,True
Базовое_масло_7,0763.24,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5585,5585.0,True
Базовое_масло_7,0763.24,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12049,12049.0,True
Базовое_масло_7,0763.24,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,24000,24000.0,True
Базовое_масло_7,0763.24,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,48000,48000.0,True
Базовое_масло_7,0763.24,False,"Индекс вязкости, ГОСТ 25371",–,94,94.0,True
Базовое_масло_7,0763.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.2,9.2,True
Базовое_масло_7,0763.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,76.92,76.92,True
Базовое_масло_7,0763.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.0005,0.0005,True
Базовое_масло_7,0763.24,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,0763.24,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_7,0763.24,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0763.24,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0763.24,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0763.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-15,-15.0,True
Базовое_масло_7,0770.22,False,Деэм.вода | ASTM D1401,мл,38,38.0,True
Базовое_масло_7,0770.22,False,Деэм.время | ASTM D1401,мин,10,10.0,True
Базовое_масло_7,0770.22,False,Деэм.масло | ASTM D1401,мл,42,42.0,True
Базовое_масло_7,0770.22,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,0770.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,5977,5977.0,True
Базовое_масло_7,0770.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,12602,12602.0,True
Базовое_масло_7,0770.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,25204,25204.0,True
Базовое_масло_7,0770.22,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,51000,51000.0,True
Базовое_масло_7,0770.22,False,"Индекс вязкости, ГОСТ 25371",–,91,91.0,True
Базовое_масло_7,0770.22,False,"Испаряемость по NOACK, ASTM D5800",%,6.5,6.5,True
Базовое_масло_7,0770.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.3,9.3,True
Базовое_масло_7,0770.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,79.45,79.45,True
Базовое_масло_7,0770.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.00009,9e-05,True
Базовое_масло_7,0770.22,False,"Массовая доля серы, ASTM D6481",% масс,0.0917,0.0917,True
Базовое_масло_7,0770.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00004,4e-05,True
Базовое_масло_7,0770.22,False,"Массовая доля цинка, ASTM D6481",% масс,0.00004,4e-05,True
Базовое_масло_7,0770.22,False,Последовательность 1 | ASTM D892,см³,20,20.0,True
Базовое_масло_7,0770.22,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0770.22,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_7,0770.22,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-18,-18.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,Деэм.вода | ASTM D1401,мл,38,38.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,Деэм.время | ASTM D1401,мин,10,10.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,Деэм.масло | ASTM D1401,мл,42,42.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_7,094.22 (D-2022-0022),False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,6005,6005.0,True
